	Cyanobacterium_aponinum_pcc_10605.ASM31767v1	Nostoc_punctiforme_pcc_73102.ASM2002v1	Oscillatoriales_cyanobacterium_jsc_12.ASM30994v1
OG0001840	AFZ54943	ACC83671	EKQ70511
OG0001841	AFZ54944	ACC84484	EKQ68551
OG0001842	AFZ54957	ACC84462	EKQ71163
OG0001843	AFZ54961	ACC79254	EKQ68023
OG0001844	AFZ54963	ACC83544	EKQ67759
OG0001845	AFZ54968	ACC82766	EKQ69649
OG0001846	AFZ54969	ACC80135	EKQ71312
OG0001847	AFZ54970	ACC80134	EKQ71313
OG0001848	AFZ54972	ACC80175	EKQ70881
OG0001849	AFZ54978	ACC79859	EKQ67527
OG0001850	AFZ54979	ACC81106	EKQ69339
OG0001851	AFZ54982	ACC81343	EKQ69813
OG0001852	AFZ54983	ACC80985	EKQ69167
OG0001853	AFZ54984	ACC79327	EKQ67506
OG0001854	AFZ54985	ACC82676	EKQ68430
OG0001855	AFZ54986	ACC82915	EKQ68523
OG0001856	AFZ54987	ACC79060	EKQ66626
OG0001857	AFZ54988	ACC79613	EKQ69881
OG0001858	AFZ54989	ACC79612	EKQ71102
OG0001859	AFZ54997	ACC78959	EKQ69256
OG0001860	AFZ55000	ACC82613	EKQ71060
OG0001861	AFZ55001	ACC82612	EKQ71059
OG0001862	AFZ55003	ACC84501	EKQ69037
OG0001863	AFZ55004	ACC84346	EKQ67796
OG0001864	AFZ55005	ACC84347	EKQ67797
OG0001865	AFZ55006	ACC81397	EKQ70605
OG0001866	AFZ55008	ACC82273	EKQ68778
OG0001867	AFZ55009	ACC82409	EKQ67721
OG0001868	AFZ55011	ACC83761	EKQ70495
OG0001869	AFZ55012	ACC82644	EKQ69408
OG0001870	AFZ55013	ACC84254	EKQ68790
OG0001871	AFZ55014	ACC84253	EKQ68791
OG0001872	AFZ55015	ACC84252	EKQ68792
OG0001873	AFZ55016	ACC83608	EKQ69092
OG0001874	AFZ55017	ACC84019	EKQ70578
OG0001875	AFZ55018	ACC79107	EKQ68235
OG0001876	AFZ55019	ACC81104	EKQ69456
OG0001877	AFZ55021	ACC84421	EKQ68064
OG0001878	AFZ55023	ACC82168	EKQ71104
OG0001879	AFZ55024	ACC80373	EKQ68084
OG0001880	AFZ55026	ACC82542	EKQ69222
OG0001881	AFZ55028	ACC82776	EKQ70917
OG0001882	AFZ55029	ACC82775	EKQ70918
OG0001883	AFZ55030	ACC80219	EKQ70066
OG0001884	AFZ55031	ACC84075	EKQ67793
OG0001885	AFZ55032	ACC83670	EKQ70512
OG0001886	AFZ55033	ACC82278	EKQ67825
OG0001887	AFZ55034	ACC84365	EKQ67771
OG0001888	AFZ55035	ACC83574	EKQ69358
OG0001889	AFZ55037	ACC83681	EKQ67627
OG0001890	AFZ55038	ACC83820	EKQ67482
OG0001891	AFZ55042	ACC80055	EKQ70087
OG0001892	AFZ55043	ACC83448	EKQ68423
OG0001893	AFZ55044	ACC84366	EKQ71028
OG0001894	AFZ55045	ACC79731	EKQ71190
OG0001895	AFZ55046	ACC84867	EKQ69583
OG0001896	AFZ55047	ACC78826	EKQ69585
OG0001897	AFZ55049	ACC82296	EKQ68247
OG0001898	AFZ55050	ACC82672	EKQ68217
OG0001899	AFZ55053	ACC82080	EKQ68213
OG0001900	AFZ55054	ACC82565	EKQ68216
OG0001901	AFZ55055	ACC80370	EKQ68081
OG0001902	AFZ55057	ACC83262	EKQ71063
OG0001903	AFZ55058	ACC83330	EKQ67444
OG0001904	AFZ55060	ACC82183	EKQ68070
OG0001905	AFZ55061	ACC82876	EKQ68271
OG0001906	AFZ55064	ACC82316	EKQ70230
OG0001907	AFZ55066	ACC84460	EKQ69876
OG0001908	AFZ55067	ACC82308	EKQ70075
OG0001909	AFZ55068	ACC79292	EKQ69673
OG0001910	AFZ55069	ACC79291	EKQ69674
OG0001911	AFZ55070	ACC79290	EKQ69675
OG0001912	AFZ55072	ACC80026	EKQ67516
OG0001913	AFZ55077	ACC79095	EKQ70954
OG0001914	AFZ55078	ACC79096	EKQ70953
OG0001915	AFZ55079	ACC81347	EKQ69188
OG0001916	AFZ55080	ACC80928	EKQ69124
OG0001917	AFZ55081	ACC84367	EKQ71030
OG0001918	AFZ55082	ACC83889	EKQ68053
OG0001919	AFZ55087	ACC80048	EKQ70935
OG0001920	AFZ55095	ACC83452	EKQ70974
OG0001921	AFZ55097	ACC84738	EKQ67663
OG0001922	AFZ55103	ACC81704	EKQ70749
OG0001923	AFZ55105	ACC83203	EKQ68836
OG0001924	AFZ55106	ACC81409	EKQ70486
OG0001925	AFZ55109	ACC84638	EKQ67049
OG0001926	AFZ55110	ACC78851	EKQ67592
OG0001927	AFZ55111	ACC82805	EKQ67410
OG0001928	AFZ55113	ACC84278	EKQ70910
OG0001929	AFZ55114	ACC83336	EKQ69283
OG0001930	AFZ55115	ACC80307	EKQ70766
OG0001931	AFZ55117	ACC80945	EKQ68981
OG0001932	AFZ55119	ACC83628	EKQ70247
OG0001933	AFZ55122	ACC79057	EKQ68925
OG0001934	AFZ55123	ACC82407	EKQ67723
OG0001935	AFZ55124	ACC80229	EKQ69733
OG0001936	AFZ55125	ACC80149	EKQ67776
OG0001937	AFZ55127	ACC83303	EKQ67636
OG0001938	AFZ55129	ACC79223	EKQ70820
OG0001939	AFZ55130	ACC79718	EKQ69883
OG0001940	AFZ55131	ACC79719	EKQ69885
OG0001941	AFZ55133	ACC83430	EKQ69430
OG0001942	AFZ55134	ACC84062	EKQ69000
OG0001943	AFZ55139	ACC82324	EKQ70857
OG0001944	AFZ55140	ACC83922	EKQ69645
OG0001945	AFZ55141	ACC84508	EKQ69502
OG0001946	AFZ55142	ACC79311	EKQ67683
OG0001947	AFZ55149	ACC79161	EKQ67156
OG0001948	AFZ55153, AFZ55483		EKQ69993
OG0001949	AFZ55155	ACC82835	EKQ67497
OG0001950	AFZ55156	ACC84383	EKQ68363
OG0001951	AFZ55162	ACC79246	EKQ67620
OG0001952	AFZ55168	ACC84391	EKQ70319
OG0001953	AFZ55172	ACC81921	EKQ70056
OG0001954	AFZ55174	ACC79965	EKQ67201
OG0001955	AFZ55178	ACC79266	EKQ67050
OG0001956	AFZ55179	ACC78883	EKQ69736
OG0001957	AFZ55182	ACC79336	EKQ66876
OG0001958	AFZ55183	ACC80884	EKQ66678
OG0001959	AFZ55186	ACC81282	EKQ68155
OG0001960	AFZ55187	ACC81281	EKQ68156
OG0001961	AFZ55188	ACC80275	EKQ70057
OG0001962	AFZ55189	ACC81455	EKQ67638
OG0001963	AFZ55195	ACC81672, ACC81673	
OG0001964	AFZ55197	ACC81867	EKQ69946
OG0001965	AFZ55198	ACC82124	EKQ71112
OG0001966	AFZ55199	ACC79278	EKQ69428
OG0001967	AFZ55202	ACC84645	EKQ69150
OG0001968	AFZ55203	ACC79725	EKQ70759
OG0001969	AFZ55204	ACC80646	EKQ69063
OG0001970	AFZ55207	ACC83610	EKQ68818
OG0001971	AFZ55210	ACC83751	EKQ69068
OG0001972	AFZ55211	ACC79367	EKQ68554
OG0001973	AFZ55212	ACC79366	EKQ68553
OG0001974	AFZ55213	ACC83498	EKQ67453
OG0001975	AFZ55214	ACC82590	EKQ71069
OG0001976	AFZ55215	ACC80402	EKQ70542
OG0001977	AFZ55216	ACC82283	EKQ69234
OG0001978	AFZ55217	ACC79462	EKQ68441
OG0001979	AFZ55218	ACC83264	EKQ71062
OG0001980	AFZ55221	ACC80303	EKQ68528
OG0001981	AFZ55222	ACC84543	EKQ67174
OG0001982	AFZ55225	ACC82974	EKQ70167
OG0001983	AFZ55227	ACC81101	EKQ69254
OG0001984	AFZ55228	ACC79061	EKQ66627
OG0001985	AFZ55232	ACC81035	EKQ69600
OG0001986	AFZ55234	ACC83488	EKQ68716
OG0001987	AFZ55235	ACC80056	EKQ70086
OG0001988	AFZ55236	ACC82013	EKQ71305
OG0001989	AFZ55237	ACC79915	EKQ66755
OG0001990	AFZ55238	ACC83126	EKQ67059
OG0001991	AFZ55241	ACC82236	EKQ70550
OG0001992	AFZ55242	ACC79189	EKQ67685
OG0001993	AFZ55252	ACC83941	EKQ71301
OG0001994	AFZ55257	ACC79957	EKQ69347
OG0001995	AFZ55263	ACC84179	EKQ70967
OG0001996	AFZ55264	ACC82649	EKQ70966
OG0001997	AFZ55270	ACC80927	EKQ70902
OG0001998	AFZ55272	ACC84155	EKQ67978
OG0001999	AFZ55278	ACC79726	EKQ70758
OG0002000	AFZ55279	ACC82610	EKQ69519
OG0002001	AFZ55280	ACC79728	EKQ68929
OG0002002	AFZ55281	ACC83789	EKQ67841
OG0002003	AFZ55283	ACC82878	EKQ68282
OG0002004	AFZ55284	ACC82879	EKQ68283
OG0002005	AFZ55288	ACC84231	EKQ69846
OG0002006	AFZ55289	ACC82376	EKQ69121
OG0002007	AFZ55292	ACC82380	EKQ69211
OG0002008	AFZ55293	ACC80213	EKQ69137
OG0002009	AFZ55295	ACC80321	EKQ69140
OG0002010	AFZ55296	ACC82026	EKQ68387
OG0002011	AFZ55302	ACC82284	EKQ69233
OG0002012	AFZ55303	ACC83433	EKQ67063
OG0002013	AFZ55306	ACC82982	EKQ70171
OG0002014	AFZ55307	ACC82977	EKQ70170
OG0002015	AFZ55311	ACC80551	EKQ68158
OG0002016	AFZ55312	ACC81454	EKQ67637
OG0002017	AFZ55315	ACC80215	EKQ70215
OG0002018	AFZ55316	ACC82423	EKQ67739
OG0002019	AFZ55318	ACC84002	EKQ69207
OG0002020	AFZ55320	ACC82842	EKQ69845
OG0002021	AFZ55326	ACC82023	EKQ71143
OG0002022	AFZ55328	ACC82892	EKQ70915
OG0002023	AFZ55329	ACC82893	EKQ70916
OG0002024	AFZ55334	ACC80426	EKQ68152
OG0002025	AFZ55335	ACC80427	EKQ68153
OG0002026	AFZ55336	ACC82619	EKQ66735
OG0002027	AFZ55337	ACC82332	EKQ69878
OG0002028	AFZ55339	ACC84559	EKQ66970
OG0002029	AFZ55343	ACC83480	EKQ66743
OG0002030	AFZ55344	ACC79272	EKQ66966
OG0002031	AFZ55345	ACC83491	EKQ68684
OG0002032	AFZ55346	ACC78985	EKQ69863
OG0002033	AFZ55348	ACC83361	EKQ69676
OG0002034	AFZ55349	ACC83582	EKQ69724
OG0002035	AFZ55353	ACC83266	EKQ67474
OG0002036	AFZ55354	ACC83267	EKQ67475
OG0002037	AFZ55355	ACC84258	EKQ66655
OG0002038	AFZ55358	ACC81491	EKQ66945
OG0002039	AFZ55362	ACC81419	EKQ67611
OG0002040	AFZ55363	ACC81420	EKQ67610
OG0002041	AFZ55364	ACC81421	EKQ67609
OG0002042	AFZ55365	ACC83953	EKQ70024
OG0002043	AFZ55370	ACC82799	EKQ66962
OG0002044	AFZ55371	ACC82786	EKQ71018
OG0002045	AFZ55372	ACC82787	EKQ71019
OG0002046	AFZ55373	ACC83002	EKQ66723
OG0002047	AFZ55374	ACC83001	EKQ66722
OG0002048	AFZ55375	ACC83315	EKQ69790
OG0002049	AFZ55376	ACC84899	EKQ67773
OG0002050	AFZ55383	ACC79100	EKQ70952
OG0002051	AFZ55385	ACC80798	EKQ68676
OG0002052	AFZ55386	ACC81048	EKQ69104
OG0002053	AFZ55387	ACC82039	EKQ67181
OG0002054	AFZ55388	ACC82038	EKQ67182
OG0002055	AFZ55389	ACC82477	EKQ66638
OG0002056	AFZ55391	ACC79106	EKQ68234
OG0002057	AFZ55392	ACC84132	EKQ69384
OG0002058	AFZ55396	ACC80742	EKQ66873
OG0002059	AFZ55398	ACC83765	EKQ68674
OG0002060	AFZ55399	ACC78912	EKQ67631
OG0002061	AFZ55400	ACC78913	EKQ67632
OG0002062	AFZ55404	ACC78914	EKQ67633
OG0002063	AFZ55408	ACC81981	EKQ70155
OG0002064	AFZ55412	ACC80090	EKQ69495
OG0002065	AFZ55417	ACC84481	EKQ66673
OG0002066	AFZ55418	ACC81253	EKQ67835
OG0002067	AFZ55419	ACC84020	EKQ70579
OG0002068	AFZ55424	ACC84646	EKQ70780
OG0002069	AFZ55427	ACC79637	EKQ68999
OG0002070	AFZ55428	ACC79469	EKQ69369
OG0002071	AFZ55429	ACC80500	EKQ69040
OG0002072	AFZ55432	ACC82222	EKQ70811
OG0002073	AFZ55433	ACC84320	EKQ68600
OG0002074	AFZ55435	ACC80072	EKQ69286
OG0002075	AFZ55436	ACC81290	EKQ70978
OG0002076	AFZ55440	ACC82602	EKQ69297
OG0002077	AFZ55441	ACC82537	EKQ69216
OG0002078	AFZ55443	ACC84686	EKQ69146
OG0002079	AFZ55446	ACC83217	EKQ71273
OG0002080	AFZ55447	ACC79510	EKQ66642
OG0002081	AFZ55448	ACC81928	EKQ69337
OG0002082	AFZ55449	ACC81929	EKQ69338
OG0002083	AFZ55450	ACC83429	EKQ69431
OG0002084	AFZ55451	ACC81417	EKQ67078
OG0002085	AFZ55452	ACC81039	EKQ66653
OG0002086	AFZ55456	ACC82800	EKQ67662
OG0002087	AFZ55458	ACC83867	EKQ68589
OG0002088	AFZ55472	ACC80031	EKQ71203
OG0002089	AFZ55473	ACC84425	EKQ67192
OG0002090	AFZ55474	ACC84424	EKQ67193
OG0002091	AFZ55475	ACC83261	EKQ69473
OG0002092	AFZ55477	ACC82251	EKQ68395
OG0002093	AFZ55479	ACC78939	EKQ70121
OG0002094	AFZ55481	ACC79215	EKQ70945
OG0002095	AFZ55482	ACC81254	EKQ67834
OG0002096	AFZ55487	ACC84658	EKQ68956
OG0002097	AFZ55488	ACC85155, ACC85436	
OG0002098	AFZ55491	ACC82335	EKQ69853
OG0002099	AFZ55495	ACC84884	EKQ67375
OG0002100	AFZ55496	ACC82429	EKQ67407
OG0002101	AFZ55497	ACC81294	EKQ71119
OG0002102	AFZ55514	ACC82140	EKQ69094
OG0002103	AFZ55516	ACC79070	EKQ66667
OG0002104	AFZ55559	ACC81856	EKQ67160
OG0002105	AFZ55564	ACC84915, ACC85339	
OG0002106	AFZ55588	ACC85135, ACC85175	
OG0002107		ACC85372, ACC85486	EKQ67660
OG0002108		ACC79213, ACC85488	EKQ67531
OG0002109		ACC81776, ACC85321	EKQ67886
OG0002110		ACC83553, ACC84956	EKQ68270
OG0002111		ACC81822, ACC85054	EKQ71142
OG0002112		ACC78860	EKQ69742, EKQ70237
OG0002113		ACC78986, ACC80483	EKQ66903
OG0002114		ACC79109, ACC83173	EKQ67353
OG0002115		ACC79132, ACC79157	EKQ71025
OG0002116		ACC79169, ACC84198	EKQ67147
OG0002117		ACC79184, ACC83476	EKQ70984
OG0002118		ACC79322, ACC84808	EKQ69134
OG0002119		ACC79521	EKQ68751, EKQ69947
OG0002120		ACC79556, ACC83449	EKQ68961
OG0002121		ACC79696, ACC79945	EKQ69905
OG0002122		ACC79708	EKQ69916, EKQ71154
OG0002123		ACC79791, ACC82102	EKQ67111
OG0002124		ACC79851, ACC82584	EKQ69198
OG0002125		ACC79855, ACC80592	EKQ67158
OG0002126		ACC79897	EKQ66807, EKQ71233
OG0002127		ACC79899, ACC80559	EKQ67167
OG0002128		ACC80105, ACC81871	EKQ67936
OG0002129		ACC80139, ACC80805	EKQ66993
OG0002130		ACC80235, ACC80300	EKQ68605
OG0002131		ACC80247, ACC82939	EKQ68203
OG0002132		ACC80314, ACC81656	EKQ67376
OG0002133		ACC80436, ACC84032	EKQ71294
OG0002134		ACC80446, ACC81587	EKQ66791
OG0002135		ACC80677, ACC82100	EKQ69022
OG0002136		ACC80738, ACC83046	EKQ69200
OG0002137		ACC80837, ACC83369	EKQ67712
OG0002138		ACC80839, ACC83371	EKQ67711
OG0002139		ACC80992	EKQ68302, EKQ70679
OG0002140		ACC81045, ACC84158	EKQ69795
OG0002141		ACC81256, ACC81257	EKQ69871
OG0002142		ACC81265, ACC81482	EKQ68558
OG0002143		ACC81543, ACC83453	EKQ68371
OG0002144		ACC81552, ACC83299	EKQ69811
OG0002145		ACC81596, ACC82478	EKQ67281
OG0002146		ACC81618, ACC81619	EKQ68375
OG0002147		ACC81676, ACC81677, ACC81678	
OG0002148		ACC81690, ACC83475	EKQ66823
OG0002149		ACC81803, ACC81924	EKQ69159
OG0002150		ACC81962, ACC82066	EKQ68368
OG0002151		ACC82032, ACC83375	EKQ70212
OG0002152		ACC82034	EKQ68334, EKQ68336
OG0002153		ACC82085, ACC82933	EKQ70309
OG0002154		ACC82175, ACC83955	EKQ69227
OG0002155		ACC82209, ACC83100	EKQ69866
OG0002156		ACC82460	EKQ70670, EKQ71291
OG0002157		ACC82580, ACC82581	EKQ71205
OG0002158		ACC82659, ACC84723	EKQ68985
OG0002159		ACC82899	EKQ69036, EKQ71209
OG0002160		ACC83373, ACC84523	EKQ70185
OG0002161		ACC83425, ACC84165	EKQ69273
OG0002162		ACC83504	EKQ67033, EKQ71223
OG0002163		ACC83521, ACC84055	EKQ69844
OG0002164		ACC83556, ACC84263	EKQ70025
OG0002165		ACC83939, ACC83984	EKQ71303
OG0002166		ACC84224	EKQ70969, EKQ71012
OG0002167		ACC84388, ACC84739	EKQ67419
OG0002168		ACC84476, ACC84478	EKQ70034
OG0002169	AFZ52168		EKQ68451
OG0002170	AFZ52172	ACC79573	
OG0002171	AFZ52208		EKQ67802
OG0002172	AFZ52218	ACC82043	
OG0002173	AFZ52229		EKQ70884
OG0002174	AFZ52238		EKQ69193
OG0002175	AFZ52251	ACC79873	
OG0002176	AFZ52261		EKQ69284
OG0002177	AFZ52274	ACC81423	
OG0002178	AFZ52290		EKQ69516
OG0002179	AFZ52291	ACC82455	
OG0002180	AFZ52297		EKQ69107
OG0002181	AFZ52299	ACC82276	
OG0002182	AFZ52317		EKQ70946
OG0002183	AFZ52320		EKQ66872
OG0002184	AFZ52321		EKQ66727
OG0002185	AFZ52323		EKQ69035
OG0002186	AFZ52327	ACC82587	
OG0002187	AFZ52328	ACC82588	
OG0002188	AFZ52337		EKQ70338
OG0002189	AFZ52348		EKQ68826
OG0002190	AFZ52357	ACC83524	
OG0002191	AFZ52362		EKQ70224
OG0002192	AFZ52405	ACC81540	
OG0002193	AFZ52407		EKQ67981
OG0002194	AFZ52444		EKQ68708
OG0002195	AFZ52496		EKQ70499
OG0002196	AFZ52497	ACC79405	
OG0002197	AFZ52499	ACC84614	
OG0002198	AFZ52513		EKQ66748
OG0002199	AFZ52549	ACC82859	
OG0002200	AFZ52558	ACC80166	
OG0002201	AFZ52581	ACC81712	
OG0002202	AFZ52583	ACC82051	
OG0002203	AFZ52584		EKQ66874
OG0002204	AFZ52588		EKQ68707
OG0002205	AFZ52615	ACC82871	
OG0002206	AFZ52620		EKQ68574
OG0002207	AFZ52621		EKQ68579
OG0002208	AFZ52622		EKQ68580
OG0002209	AFZ52674	ACC81956	
OG0002210	AFZ52679	ACC83015	
OG0002211	AFZ52682	ACC79911	
OG0002212	AFZ52717	ACC81957	
OG0002213	AFZ52719		EKQ67331
OG0002214	AFZ52724		EKQ67340
OG0002215	AFZ52725		EKQ67339
OG0002216	AFZ52726		EKQ67336
OG0002217	AFZ52733		EKQ67664
OG0002218	AFZ52773		EKQ69551
OG0002219	AFZ52777	ACC79258	
OG0002220	AFZ52788		EKQ69220
OG0002221	AFZ52806		EKQ67499
OG0002222	AFZ52807		EKQ66888
OG0002223	AFZ52844		EKQ70681
OG0002224	AFZ52852		EKQ70048
OG0002225	AFZ52855		EKQ67208
OG0002226	AFZ52859		EKQ68940
OG0002227	AFZ52861	ACC83114	
OG0002228	AFZ52862	ACC83795	
OG0002229	AFZ52878	ACC82329	
OG0002230	AFZ52885		EKQ69641
OG0002231	AFZ52896	ACC84234	
OG0002232	AFZ52910		EKQ68995
OG0002233	AFZ52921	ACC80063	
OG0002234	AFZ52933	ACC79141	
OG0002235	AFZ52938	ACC83411	
OG0002236	AFZ52939	ACC84203	
OG0002237	AFZ52946	ACC79242	
OG0002238	AFZ52983		EKQ68704
OG0002239	AFZ52986	ACC81041	
OG0002240	AFZ52998	ACC84661	
OG0002241	AFZ53005	ACC82174	
OG0002242	AFZ53010	ACC80162	
OG0002243	AFZ53022		EKQ69164
OG0002244	AFZ53026	ACC80918	
OG0002245	AFZ53030		EKQ67579
OG0002246	AFZ53042	ACC83052	
OG0002247	AFZ53044	ACC83050	
OG0002248	AFZ53045	ACC83049	
OG0002249	AFZ53046	ACC83048	
OG0002250	AFZ53049	ACC83043	
OG0002251	AFZ53050	ACC83042	
OG0002252	AFZ53054		EKQ67651
OG0002253	AFZ53063	ACC83287	
OG0002254	AFZ53072		EKQ69244
OG0002255	AFZ53075		EKQ71198
OG0002256	AFZ53079	ACC82965	
OG0002257	AFZ53093	ACC81541	
OG0002258	AFZ53106		EKQ69955
OG0002259	AFZ53131		EKQ69374
OG0002260	AFZ53136	ACC79774	
OG0002261	AFZ53139		EKQ69668
OG0002262	AFZ53160	ACC81201	
OG0002263	AFZ53175	ACC81659	
OG0002264	AFZ53189		EKQ67020
OG0002265	AFZ53191	ACC80383	
OG0002266	AFZ53255		EKQ70472
OG0002267	AFZ53256		EKQ70471
OG0002268	AFZ53269	ACC84701	
OG0002269	AFZ53273	ACC80441	
OG0002270	AFZ53288		EKQ66961
OG0002271	AFZ53298	ACC83598	
OG0002272	AFZ53303		EKQ69490
OG0002273	AFZ53309	ACC79437	
OG0002274	AFZ53310	ACC81009	
OG0002275	AFZ53336	ACC79645	
OG0002276	AFZ53354	ACC83798	
OG0002277	AFZ53359	ACC84469	
OG0002278	AFZ53362		EKQ67550
OG0002279	AFZ53373		EKQ68447
OG0002280	AFZ53374		EKQ67549
OG0002281	AFZ53384	ACC82107	
OG0002282	AFZ53389		EKQ71127
OG0002283	AFZ53402		EKQ69489
OG0002284	AFZ53406	ACC80176	
OG0002285	AFZ53418	ACC83658	
OG0002286	AFZ53424		EKQ67462
OG0002287	AFZ53425		EKQ67463
OG0002288	AFZ53431	ACC83723	
OG0002289	AFZ53437	ACC80365	
OG0002290	AFZ53443	ACC83783	
OG0002291	AFZ53446	ACC81707	
OG0002292	AFZ53452	ACC83794	
OG0002293	AFZ53466		EKQ70793
OG0002294	AFZ53471		EKQ68587
OG0002295	AFZ53539	ACC82055	
OG0002296	AFZ53543		EKQ69224
OG0002297	AFZ53549		EKQ70680
OG0002298	AFZ53553		EKQ66913
OG0002299	AFZ53559		EKQ66786
OG0002300	AFZ53585		EKQ66895
OG0002301	AFZ53588	ACC82192	
OG0002302	AFZ53614		EKQ70861
OG0002303	AFZ53616		EKQ71077
OG0002304	AFZ53637		EKQ66809
OG0002305	AFZ53668		EKQ66914
OG0002306	AFZ53673		EKQ69304
OG0002307	AFZ53679	ACC82561	
OG0002308	AFZ53681		EKQ69799
OG0002309	AFZ53683		EKQ69553
OG0002310	AFZ53697	ACC81729	
OG0002311	AFZ53710	ACC79480	
OG0002312	AFZ53713	ACC80062	
OG0002313	AFZ53723		EKQ69081
OG0002314	AFZ53732		EKQ70661
OG0002315	AFZ53741	ACC79142	
OG0002316	AFZ53742		EKQ68185
OG0002317	AFZ53743		EKQ67618
OG0002318	AFZ53746		EKQ68014
OG0002319	AFZ53763	ACC84546	
OG0002320	AFZ53785	ACC83145	
OG0002321	AFZ53797		EKQ69666
OG0002322	AFZ53822	ACC83387	
OG0002323	AFZ53838		EKQ67487
OG0002324	AFZ53843	ACC82854	
OG0002325	AFZ53846	ACC84451	
OG0002326	AFZ53850	ACC79606	
OG0002327	AFZ53869	ACC79848	
OG0002328	AFZ53874		EKQ67830
OG0002329	AFZ53899	ACC80253	
OG0002330	AFZ53912	ACC79898	
OG0002331	AFZ53939	ACC83698	
OG0002332	AFZ53968		EKQ68413
OG0002333	AFZ53988	ACC83071	
OG0002334	AFZ53989		EKQ66933
OG0002335	AFZ53994	ACC80734	
OG0002336	AFZ54002	ACC84274	
OG0002337	AFZ54010	ACC83034	
OG0002338	AFZ54042		EKQ70948
OG0002339	AFZ54053	ACC80054	
OG0002340	AFZ54063		EKQ70691
OG0002341	AFZ54075	ACC80613	
OG0002342	AFZ54082		EKQ71242
OG0002343	AFZ54087		EKQ70029
OG0002344	AFZ54088		EKQ70030
OG0002345	AFZ54089		EKQ69625
OG0002346	AFZ54090		EKQ69626
OG0002347	AFZ54092		EKQ69628
OG0002348	AFZ54096	ACC81196	
OG0002349	AFZ54099	ACC83784	
OG0002350	AFZ54105		EKQ69029
OG0002351	AFZ54107	ACC79116	
OG0002352	AFZ54142		EKQ66763
OG0002353	AFZ54163		EKQ70742
OG0002354	AFZ54166	ACC82858	
OG0002355	AFZ54179		EKQ70359
OG0002356	AFZ54189	ACC80614	
OG0002357	AFZ54190	ACC80541	
OG0002358	AFZ54197		EKQ69595
OG0002359	AFZ54230	ACC83129	
OG0002360	AFZ54231		EKQ69082
OG0002361	AFZ54268		EKQ70998
OG0002362	AFZ54283		EKQ70210
OG0002363	AFZ54288		EKQ66815
OG0002364	AFZ54289		EKQ66814
OG0002365	AFZ54290		EKQ66813
OG0002366	AFZ54291		EKQ66812
OG0002367	AFZ54292		EKQ66811
OG0002368	AFZ54294	ACC82951	
OG0002369	AFZ54304	ACC83012	
OG0002370	AFZ54320	ACC84043	
OG0002371	AFZ54341		EKQ66589
OG0002372	AFZ54342		EKQ66590
OG0002373	AFZ54370		EKQ69624
OG0002374	AFZ54374		EKQ69550
OG0002375	AFZ54390	ACC82430	
OG0002376	AFZ54391	ACC79578	
OG0002377	AFZ54393		EKQ69108
OG0002378	AFZ54395	ACC79878	
OG0002379	AFZ54397	ACC84577	
OG0002380	AFZ54400	ACC81936	
OG0002381	AFZ54402		EKQ70981
OG0002382	AFZ54405	ACC81382	
OG0002383	AFZ54412		EKQ69282
OG0002384	AFZ54421	ACC82850	
OG0002385	AFZ54422	ACC82851	
OG0002386	AFZ54427	ACC81280	
OG0002387	AFZ54444	ACC84465	
OG0002388	AFZ54450		EKQ68927
OG0002389	AFZ54543	ACC80558	
OG0002390	AFZ54564	ACC84498	
OG0002391	AFZ54569	ACC81706	
OG0002392	AFZ54572		EKQ67997
OG0002393	AFZ54574		EKQ67996
OG0002394	AFZ54578	ACC84380	
OG0002395	AFZ54581	ACC79809	
OG0002396	AFZ54589		EKQ68581
OG0002397	AFZ54601	ACC82618	
OG0002398	AFZ54612	ACC84581	
OG0002399	AFZ54625	ACC80880	
OG0002400	AFZ54631		EKQ70183
OG0002401	AFZ54634	ACC84817	
OG0002402	AFZ54641	ACC84537	
OG0002403	AFZ54643	ACC81042	
OG0002404	AFZ54684	ACC82328	
OG0002405	AFZ54698		EKQ69195
OG0002406	AFZ54699		EKQ69194
OG0002407	AFZ54700		EKQ70444
OG0002408	AFZ54701		EKQ70443
OG0002409	AFZ54710	ACC79783	
OG0002410	AFZ54714	ACC83346	
OG0002411	AFZ54718	ACC84382	
OG0002412	AFZ54726		EKQ67437
OG0002413	AFZ54740		EKQ67004
OG0002414	AFZ54762		EKQ68515
OG0002415	AFZ54767	ACC82932	
OG0002416	AFZ54773	ACC79102	
OG0002417	AFZ54845		EKQ66697
OG0002418	AFZ54854		EKQ68352
OG0002419	AFZ54860		EKQ70842
OG0002420	AFZ54869	ACC84083	
OG0002421	AFZ54871	ACC83551	
OG0002422	AFZ54888		EKQ67554
OG0002423	AFZ54900	ACC83055	
OG0002424	AFZ54947		EKQ68096
OG0002425	AFZ54954	ACC80575	
OG0002426	AFZ54962	ACC79255	
OG0002427	AFZ54971	ACC82204	
OG0002428	AFZ54990		EKQ71101
OG0002429	AFZ54991	ACC83986	
OG0002430	AFZ54992	ACC84670	
OG0002431	AFZ54993	ACC84668	
OG0002432	AFZ55065		EKQ68571
OG0002433	AFZ55071	ACC82709	
OG0002434	AFZ55075	ACC79884	
OG0002435	AFZ55083		EKQ68997
OG0002436	AFZ55089		EKQ67428
OG0002437	AFZ55090	ACC82307	
OG0002438	AFZ55093	ACC84390	
